08cae349e0488b85b479aa6d;[5f4f896469518553971cdc9b];006a176320e317e58d7f3766;d008068f645954558ec37f69;hasCreator;
79b79b2340e9b5170d187c7e;[5f4f896469518553971cdc9b];84cc75c8431551154c8a8086;d008068f645954558ec37f69;hasCreator;
350f3e975bb41850fc8dae83;[5f4f896469518553971cdc9b];c55650fce81db4f7560fe6c2;d008068f645954558ec37f69;hasCreator;
33ba6e5820160f858c7f81f3;[5f4f896469518553971cdc9b];61ea63fef314dc34e50e2bfe;d008068f645954558ec37f69;hasCreator;
b4df396423c4c686c3ef505f;[5f4f896469518553971cdc9b];84e4dfb08f41ef177b55b358;d008068f645954558ec37f69;hasCreator;
9fb25d88526361484f629586;[5f4f896469518553971cdc9b];512d6d467cb322b15c58eda1;d008068f645954558ec37f69;hasCreator;
7df40dbda8d7ba239e733e61;[5f4f896469518553971cdc9b];da4e2b48692102483a93b76e;d008068f645954558ec37f69;hasCreator;
35766db5b4563c09dd5b7d9c;[5f4f896469518553971cdc9b];aaa1b5f2fe70f34773aab9a4;d008068f645954558ec37f69;hasCreator;
ddaff9693f7be0ecfebdfaa7;[5f4f896469518553971cdc9b];9c0dba7d270cdead413900b2;d008068f645954558ec37f69;hasCreator;
14f24975c71cd57a06baeb79;[5f4f896469518553971cdc9b];24857d19565235ee50575d79;d008068f645954558ec37f69;hasCreator;
a59aea1be9f5d2a8cfcc6937;[5f4f896469518553971cdc9b];4ab3f08998c8af01dd7733c1;d008068f645954558ec37f69;hasCreator;
ed64e2bf99b0b425e1b5fd02;[5f4f896469518553971cdc9b];a0a0759ac9bf8c92d6b7deba;d008068f645954558ec37f69;hasCreator;
c62d62f9c203005e449bc554;[5f4f896469518553971cdc9b];d7a62b9b7f452bbd357df340;d008068f645954558ec37f69;hasCreator;
d22271e3b59648b0b9970c5f;[5f4f896469518553971cdc9b];9ba196c7db8ee1bbfd4e60a6;d008068f645954558ec37f69;hasCreator;
6f72d123c56325b561a2b279;[5f4f896469518553971cdc9b];bd91ae638f28aedc264511fb;d008068f645954558ec37f69;hasCreator;
57752e2027f4fa7db938d42b;[5f4f896469518553971cdc9b];cdb9f613bb278f52a7fc88cc;d008068f645954558ec37f69;hasCreator;
c20cd38af8186ce15056d665;[5f4f896469518553971cdc9b];ae18ee83a05396bdcbf96789;d008068f645954558ec37f69;hasCreator;
8bfc415b01f7b5a96ac073ae;[5f4f896469518553971cdc9b];d7aaa255adadfb9d7f6a4e22;d008068f645954558ec37f69;hasCreator;
e8e7a9c4322ca14ef4888c0a;[5f4f896469518553971cdc9b];ccf316cb2109e36e7c6402e9;d008068f645954558ec37f69;hasCreator;
47ec07252acc1f656ed47318;[5f4f896469518553971cdc9b];3214045c2e96f298f853f9fc;d008068f645954558ec37f69;hasCreator;
40ede1f57fe4d3219aad49cb;[5f4f896469518553971cdc9b];ddcf5a3c0f1f5d62150374a5;2bab1a673a67ccb8d597623d;hasCreator;
74ed5b74bb568f6e2c4da2b7;[5f4f896469518553971cdc9b];721aabec51cc555b5afddd9e;2bab1a673a67ccb8d597623d;hasCreator;
a5268f642c25c2f60806f498;[5f4f896469518553971cdc9b];3fad97de86fa3c20c41ec89f;2bab1a673a67ccb8d597623d;hasCreator;
caf182a476c9963874d9b6b9;[5f4f896469518553971cdc9b];09a9f9140fa24e4e82e0700a;2bab1a673a67ccb8d597623d;hasCreator;
380439df4f852b89a7ffff6b;[5f4f896469518553971cdc9b];be4752699937ba42bf384e2f;2bab1a673a67ccb8d597623d;hasCreator;
bdeabfff2c7f96bf214788a0;[5f4f896469518553971cdc9b];75a4b81d8aa79cdfe49937a2;2bab1a673a67ccb8d597623d;hasCreator;
9b096fd5e3cd2a157197fece;[5f4f896469518553971cdc9b];f27130478e479c7217d39ac8;2bab1a673a67ccb8d597623d;hasCreator;
bd8c3b8a7ae0cc2128e109d4;[5f4f896469518553971cdc9b];43dd0d4ec29f191939747c73;2bab1a673a67ccb8d597623d;hasCreator;
563aee06e8bd7be8ead8a270;[5f4f896469518553971cdc9b];d72fe6111a75909565c9a9bd;2bab1a673a67ccb8d597623d;hasCreator;
f10237a73e61daa54f632052;[5f4f896469518553971cdc9b];657438367fd856387475e37d;2bab1a673a67ccb8d597623d;hasCreator;
ba9a25e56a91d8dbddff082c;[5f4f896469518553971cdc9b];fcaba86fc71093686a157dca;2bab1a673a67ccb8d597623d;hasCreator;
5346393ac7eecfa866beea2e;[5f4f896469518553971cdc9b];e097511a8d2a34da1edc2361;2bab1a673a67ccb8d597623d;hasCreator;
c6e68a5ee57235085b9c2d0d;[5f4f896469518553971cdc9b];a70045e7191c8da4afc43578;2bab1a673a67ccb8d597623d;hasCreator;
